Process ID,Starting CPU Time,Ending CPU Time,Starting Burst Time,Ending Burst Time,Completion Time,,Starting CPU Time,Ending CPU Time
1,0,624,624,0,624
,,,,,,Process 1 finished
,,,,,,Switching Processes: 1 --> 2,624,627
2,627,1115,488,0,1115
,,,,,,Process 2 finished
,,,,,,Switching Processes: 2 --> 3,1115,1118
3,1118,1349,231,0,1349
,,,,,,Process 3 finished
,,,,,,Switching Processes: 3 --> 4,1349,1352
4,1352,1689,337,0,1689
,,,,,,Process 4 finished
,,,,,,Switching Processes: 4 --> 5,1689,1692
5,1692,1914,222,0,1914
,,,,,,Process 5 finished
,,,,,,Switching Processes: 5 --> 6,1914,1917
6,1917,2047,130,0,2047
,,,,,,Process 6 finished
,,,,,,Switching Processes: 6 --> 7,2047,2050
7,2050,2367,317,0,2367
,,,,,,Process 7 finished
,,,,,,Switching Processes: 7 --> 8,2367,2370
8,2370,2809,439,0,2809
,,,,,,Process 8 finished
,,,,,,Switching Processes: 8 --> 9,2809,2812
9,2812,3754,942,0,3754
,,,,,,Process 9 finished

,,,,,,Average Completion Time: 1963
