Process ID,Starting CPU Time,Ending CPU Time,Starting Burst Time,Ending Burst Time,Completion Time,,Starting CPU Time,Ending CPU Time
1,0,50,931,881,0
,,,,,,Switching Processes: 1 --> 2,50,53
2,53,103,991,941,0
,,,,,,Switching Processes: 2 --> 3,103,106
3,106,156,683,633,0
,,,,,,Switching Processes: 3 --> 4,156,159
4,159,209,404,354,0
,,,,,,Switching Processes: 4 --> 5,209,212
5,212,262,929,879,0
,,,,,,Switching Processes: 5 --> 6,262,265
6,265,315,760,710,0
,,,,,,Switching Processes: 6 --> 7,315,318
7,318,368,772,722,0
,,,,,,Switching Processes: 7 --> 8,368,371
8,371,421,210,160,0
,,,,,,Switching Processes: 8 --> 9,421,424
9,424,474,845,795,0
,,,,,,Switching Processes: 9 --> 10,474,477
10,477,527,573,523,0
,,,,,,Switching Processes: 10 --> 11,527,530
11,530,580,225,175,0
,,,,,,Switching Processes: 11 --> 12,580,583
12,583,633,874,824,0
,,,,,,Switching Processes: 12 --> 13,633,636
13,636,686,382,332,0
,,,,,,Switching Processes: 13 --> 14,686,689
14,689,739,524,474,0
,,,,,,Switching Processes: 14 --> 15,739,742
15,742,792,198,148,0
,,,,,,Switching Processes: 15 --> 16,792,795
16,795,845,867,817,0
,,,,,,Switching Processes: 16 --> 17,845,848
17,848,898,897,847,0
,,,,,,Switching Processes: 17 --> 18,898,901
18,901,931,30,0,931
,,,,,,Process 18 finished
,,,,,,Switching Processes: 18 --> 19,931,934
19,934,984,94,44,0
,,,,,,Switching Processes: 19 --> 20,984,987
20,987,1037,423,373,0
,,,,,,Switching Processes: 20 --> 21,1037,1040
21,1040,1090,336,286,0
,,,,,,Switching Processes: 21 --> 22,1090,1093
22,1093,1143,799,749,0
,,,,,,Switching Processes: 22 --> 23,1143,1146
23,1146,1196,596,546,0
,,,,,,Switching Processes: 23 --> 24,1196,1199
24,1199,1249,680,630,0
,,,,,,Switching Processes: 24 --> 25,1249,1252
25,1252,1302,71,21,0
,,,,,,Switching Processes: 25 --> 26,1302,1305
26,1305,1355,754,704,0
,,,,,,Switching Processes: 26 --> 27,1355,1358
27,1358,1408,392,342,0
,,,,,,Switching Processes: 27 --> 1,1408,1411
1,1411,1461,881,831,0
,,,,,,Switching Processes: 1 --> 2,1461,1464
2,1464,1514,941,891,0
,,,,,,Switching Processes: 2 --> 3,1514,1517
3,1517,1567,633,583,0
,,,,,,Switching Processes: 3 --> 4,1567,1570
4,1570,1620,354,304,0
,,,,,,Switching Processes: 4 --> 5,1620,1623
5,1623,1673,879,829,0
,,,,,,Switching Processes: 5 --> 6,1673,1676
6,1676,1726,710,660,0
,,,,,,Switching Processes: 6 --> 7,1726,1729
7,1729,1779,722,672,0
,,,,,,Switching Processes: 7 --> 8,1779,1782
8,1782,1832,160,110,0
,,,,,,Switching Processes: 8 --> 9,1832,1835
9,1835,1885,795,745,0
,,,,,,Switching Processes: 9 --> 10,1885,1888
10,1888,1938,523,473,0
,,,,,,Switching Processes: 10 --> 11,1938,1941
11,1941,1991,175,125,0
,,,,,,Switching Processes: 11 --> 12,1991,1994
12,1994,2044,824,774,0
,,,,,,Switching Processes: 12 --> 13,2044,2047
13,2047,2097,332,282,0
,,,,,,Switching Processes: 13 --> 14,2097,2100
14,2100,2150,474,424,0
,,,,,,Switching Processes: 14 --> 15,2150,2153
15,2153,2203,148,98,0
,,,,,,Switching Processes: 15 --> 16,2203,2206
16,2206,2256,817,767,0
,,,,,,Switching Processes: 16 --> 17,2256,2259
17,2259,2309,847,797,0
,,,,,,Switching Processes: 17 --> 19,2309,2312
19,2312,2356,44,0,2356
,,,,,,Process 19 finished
,,,,,,Switching Processes: 19 --> 20,2356,2359
20,2359,2409,373,323,0
,,,,,,Switching Processes: 20 --> 21,2409,2412
21,2412,2462,286,236,0
,,,,,,Switching Processes: 21 --> 22,2462,2465
22,2465,2515,749,699,0
,,,,,,Switching Processes: 22 --> 23,2515,2518
23,2518,2568,546,496,0
,,,,,,Switching Processes: 23 --> 24,2568,2571
24,2571,2621,630,580,0
,,,,,,Switching Processes: 24 --> 25,2621,2624
25,2624,2645,21,0,2645
,,,,,,Process 25 finished
,,,,,,Switching Processes: 25 --> 26,2645,2648
26,2648,2698,704,654,0
,,,,,,Switching Processes: 26 --> 27,2698,2701
27,2701,2751,342,292,0
,,,,,,Switching Processes: 27 --> 1,2751,2754
1,2754,2804,831,781,0
,,,,,,Switching Processes: 1 --> 2,2804,2807
2,2807,2857,891,841,0
,,,,,,Switching Processes: 2 --> 3,2857,2860
3,2860,2910,583,533,0
,,,,,,Switching Processes: 3 --> 4,2910,2913
4,2913,2963,304,254,0
,,,,,,Switching Processes: 4 --> 5,2963,2966
5,2966,3016,829,779,0
,,,,,,Switching Processes: 5 --> 6,3016,3019
6,3019,3069,660,610,0
,,,,,,Switching Processes: 6 --> 7,3069,3072
7,3072,3122,672,622,0
,,,,,,Switching Processes: 7 --> 8,3122,3125
8,3125,3175,110,60,0
,,,,,,Switching Processes: 8 --> 9,3175,3178
9,3178,3228,745,695,0
,,,,,,Switching Processes: 9 --> 10,3228,3231
10,3231,3281,473,423,0
,,,,,,Switching Processes: 10 --> 11,3281,3284
11,3284,3334,125,75,0
,,,,,,Switching Processes: 11 --> 12,3334,3337
12,3337,3387,774,724,0
,,,,,,Switching Processes: 12 --> 13,3387,3390
13,3390,3440,282,232,0
,,,,,,Switching Processes: 13 --> 14,3440,3443
14,3443,3493,424,374,0
,,,,,,Switching Processes: 14 --> 15,3493,3496
15,3496,3546,98,48,0
,,,,,,Switching Processes: 15 --> 16,3546,3549
16,3549,3599,767,717,0
,,,,,,Switching Processes: 16 --> 17,3599,3602
17,3602,3652,797,747,0
,,,,,,Switching Processes: 17 --> 20,3652,3655
20,3655,3705,323,273,0
,,,,,,Switching Processes: 20 --> 21,3705,3708
21,3708,3758,236,186,0
,,,,,,Switching Processes: 21 --> 22,3758,3761
22,3761,3811,699,649,0
,,,,,,Switching Processes: 22 --> 23,3811,3814
23,3814,3864,496,446,0
,,,,,,Switching Processes: 23 --> 24,3864,3867
24,3867,3917,580,530,0
,,,,,,Switching Processes: 24 --> 26,3917,3920
26,3920,3970,654,604,0
,,,,,,Switching Processes: 26 --> 27,3970,3973
27,3973,4023,292,242,0
,,,,,,Switching Processes: 27 --> 1,4023,4026
1,4026,4076,781,731,0
,,,,,,Switching Processes: 1 --> 2,4076,4079
2,4079,4129,841,791,0
,,,,,,Switching Processes: 2 --> 3,4129,4132
3,4132,4182,533,483,0
,,,,,,Switching Processes: 3 --> 4,4182,4185
4,4185,4235,254,204,0
,,,,,,Switching Processes: 4 --> 5,4235,4238
5,4238,4288,779,729,0
,,,,,,Switching Processes: 5 --> 6,4288,4291
6,4291,4341,610,560,0
,,,,,,Switching Processes: 6 --> 7,4341,4344
7,4344,4394,622,572,0
,,,,,,Switching Processes: 7 --> 8,4394,4397
8,4397,4447,60,10,0
,,,,,,Switching Processes: 8 --> 9,4447,4450
9,4450,4500,695,645,0
,,,,,,Switching Processes: 9 --> 10,4500,4503
10,4503,4553,423,373,0
,,,,,,Switching Processes: 10 --> 11,4553,4556
11,4556,4606,75,25,0
,,,,,,Switching Processes: 11 --> 12,4606,4609
12,4609,4659,724,674,0
,,,,,,Switching Processes: 12 --> 13,4659,4662
13,4662,4712,232,182,0
,,,,,,Switching Processes: 13 --> 14,4712,4715
14,4715,4765,374,324,0
,,,,,,Switching Processes: 14 --> 15,4765,4768
15,4768,4816,48,0,4816
,,,,,,Process 15 finished
,,,,,,Switching Processes: 15 --> 16,4816,4819
16,4819,4869,717,667,0
,,,,,,Switching Processes: 16 --> 17,4869,4872
17,4872,4922,747,697,0
,,,,,,Switching Processes: 17 --> 20,4922,4925
20,4925,4975,273,223,0
,,,,,,Switching Processes: 20 --> 21,4975,4978
21,4978,5028,186,136,0
,,,,,,Switching Processes: 21 --> 22,5028,5031
22,5031,5081,649,599,0
,,,,,,Switching Processes: 22 --> 23,5081,5084
23,5084,5134,446,396,0
,,,,,,Switching Processes: 23 --> 24,5134,5137
24,5137,5187,530,480,0
,,,,,,Switching Processes: 24 --> 26,5187,5190
26,5190,5240,604,554,0
,,,,,,Switching Processes: 26 --> 27,5240,5243
27,5243,5293,242,192,0
,,,,,,Switching Processes: 27 --> 1,5293,5296
1,5296,5346,731,681,0
,,,,,,Switching Processes: 1 --> 2,5346,5349
2,5349,5399,791,741,0
,,,,,,Switching Processes: 2 --> 3,5399,5402
3,5402,5452,483,433,0
,,,,,,Switching Processes: 3 --> 4,5452,5455
4,5455,5505,204,154,0
,,,,,,Switching Processes: 4 --> 5,5505,5508
5,5508,5558,729,679,0
,,,,,,Switching Processes: 5 --> 6,5558,5561
6,5561,5611,560,510,0
,,,,,,Switching Processes: 6 --> 7,5611,5614
7,5614,5664,572,522,0
,,,,,,Switching Processes: 7 --> 8,5664,5667
8,5667,5677,10,0,5677
,,,,,,Process 8 finished
,,,,,,Switching Processes: 8 --> 9,5677,5680
9,5680,5730,645,595,0
,,,,,,Switching Processes: 9 --> 10,5730,5733
10,5733,5783,373,323,0
,,,,,,Switching Processes: 10 --> 11,5783,5786
11,5786,5811,25,0,5811
,,,,,,Process 11 finished
,,,,,,Switching Processes: 11 --> 12,5811,5814
12,5814,5864,674,624,0
,,,,,,Switching Processes: 12 --> 13,5864,5867
13,5867,5917,182,132,0
,,,,,,Switching Processes: 13 --> 14,5917,5920
14,5920,5970,324,274,0
,,,,,,Switching Processes: 14 --> 16,5970,5973
16,5973,6023,667,617,0
,,,,,,Switching Processes: 16 --> 17,6023,6026
17,6026,6076,697,647,0
,,,,,,Switching Processes: 17 --> 20,6076,6079
20,6079,6129,223,173,0
,,,,,,Switching Processes: 20 --> 21,6129,6132
21,6132,6182,136,86,0
,,,,,,Switching Processes: 21 --> 22,6182,6185
22,6185,6235,599,549,0
,,,,,,Switching Processes: 22 --> 23,6235,6238
23,6238,6288,396,346,0
,,,,,,Switching Processes: 23 --> 24,6288,6291
24,6291,6341,480,430,0
,,,,,,Switching Processes: 24 --> 26,6341,6344
26,6344,6394,554,504,0
,,,,,,Switching Processes: 26 --> 27,6394,6397
27,6397,6447,192,142,0
,,,,,,Switching Processes: 27 --> 1,6447,6450
1,6450,6500,681,631,0
,,,,,,Switching Processes: 1 --> 2,6500,6503
2,6503,6553,741,691,0
,,,,,,Switching Processes: 2 --> 3,6553,6556
3,6556,6606,433,383,0
,,,,,,Switching Processes: 3 --> 4,6606,6609
4,6609,6659,154,104,0
,,,,,,Switching Processes: 4 --> 5,6659,6662
5,6662,6712,679,629,0
,,,,,,Switching Processes: 5 --> 6,6712,6715
6,6715,6765,510,460,0
,,,,,,Switching Processes: 6 --> 7,6765,6768
7,6768,6818,522,472,0
,,,,,,Switching Processes: 7 --> 9,6818,6821
9,6821,6871,595,545,0
,,,,,,Switching Processes: 9 --> 10,6871,6874
10,6874,6924,323,273,0
,,,,,,Switching Processes: 10 --> 12,6924,6927
12,6927,6977,624,574,0
,,,,,,Switching Processes: 12 --> 13,6977,6980
13,6980,7030,132,82,0
,,,,,,Switching Processes: 13 --> 14,7030,7033
14,7033,7083,274,224,0
,,,,,,Switching Processes: 14 --> 16,7083,7086
16,7086,7136,617,567,0
,,,,,,Switching Processes: 16 --> 17,7136,7139
17,7139,7189,647,597,0
,,,,,,Switching Processes: 17 --> 20,7189,7192
20,7192,7242,173,123,0
,,,,,,Switching Processes: 20 --> 21,7242,7245
21,7245,7295,86,36,0
,,,,,,Switching Processes: 21 --> 22,7295,7298
22,7298,7348,549,499,0
,,,,,,Switching Processes: 22 --> 23,7348,7351
23,7351,7401,346,296,0
,,,,,,Switching Processes: 23 --> 24,7401,7404
24,7404,7454,430,380,0
,,,,,,Switching Processes: 24 --> 26,7454,7457
26,7457,7507,504,454,0
,,,,,,Switching Processes: 26 --> 27,7507,7510
27,7510,7560,142,92,0
,,,,,,Switching Processes: 27 --> 1,7560,7563
1,7563,7613,631,581,0
,,,,,,Switching Processes: 1 --> 2,7613,7616
2,7616,7666,691,641,0
,,,,,,Switching Processes: 2 --> 3,7666,7669
3,7669,7719,383,333,0
,,,,,,Switching Processes: 3 --> 4,7719,7722
4,7722,7772,104,54,0
,,,,,,Switching Processes: 4 --> 5,7772,7775
5,7775,7825,629,579,0
,,,,,,Switching Processes: 5 --> 6,7825,7828
6,7828,7878,460,410,0
,,,,,,Switching Processes: 6 --> 7,7878,7881
7,7881,7931,472,422,0
,,,,,,Switching Processes: 7 --> 9,7931,7934
9,7934,7984,545,495,0
,,,,,,Switching Processes: 9 --> 10,7984,7987
10,7987,8037,273,223,0
,,,,,,Switching Processes: 10 --> 12,8037,8040
12,8040,8090,574,524,0
,,,,,,Switching Processes: 12 --> 13,8090,8093
13,8093,8143,82,32,0
,,,,,,Switching Processes: 13 --> 14,8143,8146
14,8146,8196,224,174,0
,,,,,,Switching Processes: 14 --> 16,8196,8199
16,8199,8249,567,517,0
,,,,,,Switching Processes: 16 --> 17,8249,8252
17,8252,8302,597,547,0
,,,,,,Switching Processes: 17 --> 20,8302,8305
20,8305,8355,123,73,0
,,,,,,Switching Processes: 20 --> 21,8355,8358
21,8358,8394,36,0,8394
,,,,,,Process 21 finished
,,,,,,Switching Processes: 21 --> 22,8394,8397
22,8397,8447,499,449,0
,,,,,,Switching Processes: 22 --> 23,8447,8450
23,8450,8500,296,246,0
,,,,,,Switching Processes: 23 --> 24,8500,8503
24,8503,8553,380,330,0
,,,,,,Switching Processes: 24 --> 26,8553,8556
26,8556,8606,454,404,0
,,,,,,Switching Processes: 26 --> 27,8606,8609
27,8609,8659,92,42,0
,,,,,,Switching Processes: 27 --> 1,8659,8662
1,8662,8712,581,531,0
,,,,,,Switching Processes: 1 --> 2,8712,8715
2,8715,8765,641,591,0
,,,,,,Switching Processes: 2 --> 3,8765,8768
3,8768,8818,333,283,0
,,,,,,Switching Processes: 3 --> 4,8818,8821
4,8821,8871,54,4,0
,,,,,,Switching Processes: 4 --> 5,8871,8874
5,8874,8924,579,529,0
,,,,,,Switching Processes: 5 --> 6,8924,8927
6,8927,8977,410,360,0
,,,,,,Switching Processes: 6 --> 7,8977,8980
7,8980,9030,422,372,0
,,,,,,Switching Processes: 7 --> 9,9030,9033
9,9033,9083,495,445,0
,,,,,,Switching Processes: 9 --> 10,9083,9086
10,9086,9136,223,173,0
,,,,,,Switching Processes: 10 --> 12,9136,9139
12,9139,9189,524,474,0
,,,,,,Switching Processes: 12 --> 13,9189,9192
13,9192,9224,32,0,9224
,,,,,,Process 13 finished
,,,,,,Switching Processes: 13 --> 14,9224,9227
14,9227,9277,174,124,0
,,,,,,Switching Processes: 14 --> 16,9277,9280
16,9280,9330,517,467,0
,,,,,,Switching Processes: 16 --> 17,9330,9333
17,9333,9383,547,497,0
,,,,,,Switching Processes: 17 --> 20,9383,9386
20,9386,9436,73,23,0
,,,,,,Switching Processes: 20 --> 22,9436,9439
22,9439,9489,449,399,0
,,,,,,Switching Processes: 22 --> 23,9489,9492
23,9492,9542,246,196,0
,,,,,,Switching Processes: 23 --> 24,9542,9545
24,9545,9595,330,280,0
,,,,,,Switching Processes: 24 --> 26,9595,9598
26,9598,9648,404,354,0
,,,,,,Switching Processes: 26 --> 27,9648,9651
27,9651,9693,42,0,9693
,,,,,,Process 27 finished
,,,,,,Switching Processes: 27 --> 1,9693,9696
1,9696,9746,531,481,0
,,,,,,Switching Processes: 1 --> 2,9746,9749
2,9749,9799,591,541,0
,,,,,,Switching Processes: 2 --> 3,9799,9802
3,9802,9852,283,233,0
