n,a,b,c,f(a),f(b),f(c),Error,Function: 1
0,0.0,1.0,0.625,-5.0,3.0,1.98046875,1.0
1,0.0,0.625,0.4476776720761052,-5.0,1.98046875,0.7584787164456763,-0.39609375
2,0.0,0.4476776720761052,0.3887117536768692,-5.0,0.7584787164456763,0.22983138449950236,-0.1516957432891354
3,0.0,0.3887117536768692,0.3716293366827821,-5.0,0.22983138449950236,0.06462164117139224,-0.045966276899900564
4,0.0,0.3716293366827821,0.36688756141399365,-5.0,0.06462164117139224,0.01778487759163294,-0.01292432823427843
5,0.0,0.36688756141399365,0.3655871767763859,-5.0,0.01778487759163294,0.004865783430862081,-0.0035569755183265687
n,a,b,c,f(a),f(b),f(c),Error,Function: 1
0,1.0,2.0,1.882352941176471,3.0,-0.3999999999999986,0.20089558314675315,1.0
1,1.882352941176471,2.0,1.9216855226610667,0.20089558314675315,-0.3999999999999986,2.831516105175069E-4,0.02046775136762735
2,1.9216855226610667,2.0,1.9217409206219755,2.831516105175069E-4,-0.3999999999999986,5.6997912167844333E-8,2.8826966379463825E-5
n,a,b,c,f(a),f(b),f(c),Error,Function: 1
0,3.0,4.0,3.326530612244898,-3.200000000000003,6.6000000000000085,-1.9688531139236005,1.0
1,3.326530612244898,4.0,3.4812727094176554,-1.9688531139236005,6.6000000000000085,-0.795915322028101,0.044449863624341765
2,3.4812727094176554,4.0,3.537095819952593,-0.795915322028101,6.6000000000000085,-0.2671090506567637,0.01578218781070103
3,3.537095819952593,4.0,3.5551013438441474,-0.2671090506567637,6.6000000000000085,-0.0839866391983719,0.005064700595028657
n,a,b,c,f(a),f(b),f(c),Error,Function: 2
0,120.0,130.0,126.8156039201567,-0.5682455953194108,0.2654965087938592,0.014817148564475247,1.0
1,120.0,126.8156039201567,126.64240160719655,-0.5682455953194108,0.014817148564475247,8.072973247124082E-4,-0.0013676486766049678
