n,a,f(a),Error,Function: 1
0,1.0,3.0
1,0.0,-5.0
2,0.625,1.98046875,0.375
3,-0.10344827586206895,-6.958456681290746,0.728448275862069
4,0.4636082245091633,0.8904433485854604,0.16139177549083672
5,0.33176704648182653,-0.3425001612438443,0.13184117802733672
6,0.3683912911231668,0.03268411882625166,-0.03662424464134031
n,a,f(a),Error,Function: 1
0,2.0,-0.3999999999999986
1,1.0,3.0
2,1.882352941176471,0.20089558314675315,0.11764705882352904
3,1.9216855226610667,2.831516105175069E-4,-0.03933258148459564
n,a,f(a),Error,Function: 1
0,3.0,-3.200000000000003
1,4.0,6.6000000000000085
2,3.326530612244898,-1.9688531139236005,-0.3265306122448979
3,3.848719166657446,3.833827310233133,-0.5221885544125484
4,3.5037095168646224,-0.5903734182763429,-0.1771789046197246
5,3.5795914583230997,0.17512259659645935,-0.07588194145847736
6,3.562231939312152,-0.00974376619554107,0.017359519010947625
n,a,f(a),Error,Function: 2
0,130.0,0.2654965087938592
1,120.0,-0.5682455953194108
2,126.81560392015672,0.014817148564446825,3.184396079843289
3,126.6273807263529,-4.095746560324187E-4,0.1882231938038267
